umur,jenis_kelamin,pekerjaan,stress_level_1_5,penyebab_stres,durasi_stres,kualitas_tidur_1_5,durasi_tidur_jam,waktu_luang_mnt,aktivitas_fisik_mnt,preferensi_olahraga,preferensi_baca,preferensi_jurnal,komitmen_hari_per_minggu,tujuan_utama,anxiety_score,depression_score,self_esteem_score,study_load_1_5,peer_pressure_1_5,social_support_1_5,future_concern_1_5,aktivitas_dipilih,durasi_menit,source
36,Male,Sales Representative,4,Keuangan,2-4 minggu,1,7.4,125,38,4,4,3,5,Tidur Lebih Baik,12,12,13,4,3,2,5,membaca,60,SleepHealthLifestyle
17,Male,Student,3,Keuangan,2-4 minggu,4,7.4,147,45,4,2,1,6,Meningkatkan Energi,5,5,21,2,2,3,1,olahraga,45,StudentCopingMechanisms
43,Female,Teacher,2,Pekerjaan,<1 minggu,5,7.1,200,39,3,4,2,3,Lebih Produktif,6,5,21,1,2,5,2,membaca,30,StudentStressFactors
23,Male,Student,3,Keuangan,1-2 minggu,2,7.3,152,48,3,3,2,5,Mengurangi Stres,9,9,19,4,2,4,3,membaca,60,SleepHealthLifestyle
23,Female,Student,2,Lainnya,<1 minggu,4,7.8,169,45,4,1,2,5,Meningkatkan Energi,4,5,24,2,2,3,2,olahraga,45,StudentCopingMechanisms
42,Female,Teacher,2,Keuangan,1-2 minggu,4,7.5,179,49,2,4,3,5,Lebih Produktif,8,7,23,1,3,3,3,membaca,60,StudentStressFactors
30,Male,Software Engineer,3,Lainnya,1-2 minggu,2,7.7,170,48,4,4,2,5,Mengurangi Stres,8,7,22,2,3,4,2,membaca,60,StudentCopingMechanisms
18,Female,Student,4,Lainnya,1-2 minggu,3,6.1,80,20,2,3,4,6,Mengurangi Stres,5,9,17,3,4,2,3,journaling,20,StudentCopingMechanisms
47,Female,Teacher,3,Keuangan,<1 minggu,2,6.6,130,58,3,3,2,4,Tidur Lebih Baik,6,3,17,3,2,4,2,membaca,45,SleepHealthLifestyle
23,Female,Student,4,Akademik,>1 bulan,2,7.0,115,46,3,4,2,6,Tidur Lebih Baik,10,9,20,3,3,1,5,membaca,60,StudentStressFactors
24,Male,Student,3,Sosial,>1 bulan,2,6.7,138,48,3,3,2,4,Tidur Lebih Baik,9,9,22,4,4,2,2,membaca,45,SleepHealthLifestyle
34,Male,Teacher,2,Akademik,<1 minggu,5,8.1,164,40,2,3,1,2,Menenangkan Pikiran,6,7,22,3,1,3,2,membaca,30,StudentStressFactors
28,Male,Nurse,4,Pekerjaan,1-2 minggu,1,7.0,137,53,3,3,3,5,Tidur Lebih Baik,13,12,14,4,4,1,4,membaca,45,SleepHealthLifestyle
45,Male,Scientist,2,Pekerjaan,<1 minggu,4,8.0,196,64,3,4,1,3,Lebih Produktif,4,11,24,2,2,3,2,membaca,45,StudentCopingMechanisms
46,Male,Software Engineer,5,Pekerjaan,1-2 minggu,2,6.1,154,37,2,4,3,7,Mengurangi Stres,17,17,16,4,5,1,4,membaca,60,StudentCopingMechanisms
17,Female,Student,5,Akademik,>1 bulan,2,5.5,103,20,2,2,4,7,Tidur Lebih Baik,9,10,15,3,4,1,4,journaling,20,StudentCopingMechanisms
21,Male,Student,4,Lainnya,<1 minggu,1,7.6,163,53,4,3,3,7,Tidur Lebih Baik,12,8,21,4,4,1,4,olahraga,60,SleepHealthLifestyle
23,Male,Student,3,Sosial,1-2 minggu,3,6.9,180,51,3,1,1,4,Mengurangi Stres,2,2,9,2,2,3,1,olahraga,45,StudentStressFactors
20,Male,Student,4,Lainnya,2-4 minggu,3,6.3,148,45,3,3,4,6,Lebih Produktif,4,7,19,2,3,4,2,journaling,20,StudentCopingMechanisms
27,Female,Entrepreneur,4,Pekerjaan,2-4 minggu,1,6.9,124,43,3,3,4,6,Mengurangi Stres,14,10,20,5,5,2,4,journaling,20,StudentCopingMechanisms
32,Female,Nurse,5,Pekerjaan,>1 bulan,1,6.3,97,48,4,2,4,6,Tidur Lebih Baik,16,18,15,5,4,2,4,journaling,25,StudentCopingMechanisms
21,Female,Student,5,Keuangan,2-4 minggu,4,5.7,180,35,3,3,4,7,Menenangkan Pikiran,16,27,11,2,1,3,3,journaling,25,StudentStressFactors
18,Male,Student,2,Akademik,2-4 minggu,4,7.6,156,45,3,3,3,5,Meningkatkan Energi,6,5,22,3,2,3,1,olahraga,60,SleepHealthLifestyle
50,Female,Accountant,4,Pekerjaan,2-4 minggu,2,7.5,167,25,2,4,3,5,Tidur Lebih Baik,13,14,20,3,5,1,4,membaca,60,StudentCopingMechanisms
41,Female,Lawyer,4,Lainnya,2-4 minggu,3,7.2,113,24,2,2,4,6,Lebih Produktif,11,10,18,4,5,3,4,journaling,25,StudentStressFactors
18,Male,Student,2,Sosial,<1 minggu,3,7.0,179,44,4,4,2,4,Menenangkan Pikiran,5,5,25,2,1,5,3,membaca,30,StudentStressFactors
18,Female,Student,2,Akademik,<1 minggu,3,8.4,200,43,3,4,2,4,Lebih Produktif,7,7,26,3,3,3,2,membaca,30,StudentStressFactors
47,Female,Nurse,3,Keuangan,>1 bulan,4,7.5,160,39,4,3,2,5,Meningkatkan Energi,7,8,22,4,4,3,2,olahraga,45,StudentStressFactors
21,Male,Student,1,Akademik,<1 minggu,1,6.4,145,44,3,2,3,3,Tidur Lebih Baik,11,15,13,3,3,2,1,journaling,20,StudentStressFactors
22,Female,Student,2,Lainnya,1-2 minggu,4,8.4,200,60,4,4,2,5,Meningkatkan Energi,6,6,25,3,2,5,1,membaca,60,StudentStressFactors
39,Female,Healthcare Worker,5,Pekerjaan,2-4 minggu,2,6.8,154,24,2,3,4,7,Tidur Lebih Baik,16,9,15,5,5,2,5,journaling,30,StudentCopingMechanisms
47,Male,Engineer,3,Pekerjaan,1-2 minggu,2,7.2,152,54,3,3,2,3,Tidur Lebih Baik,8,9,22,3,2,3,4,membaca,45,StudentStressFactors
57,Female,Sales Representative,5,Sosial,>1 bulan,1,6.0,128,24,3,4,3,6,Mengurangi Stres,14,14,13,4,4,1,4,membaca,45,StudentCopingMechanisms
44,Female,Software Engineer,4,Akademik,<1 minggu,1,7.0,157,46,4,3,3,6,Tidur Lebih Baik,13,13,21,5,4,2,5,olahraga,60,StudentStressFactors
23,Male,Student,4,Lainnya,<1 minggu,3,7.6,138,25,1,4,3,5,Mengurangi Stres,14,14,19,3,4,1,5,membaca,45,SleepHealthLifestyle
33,Female,Graphic Designer,2,Keuangan,<1 minggu,5,7.4,177,70,3,3,3,3,Lebih Produktif,9,10,25,1,1,3,3,membaca,45,SleepHealthLifestyle
35,Male,Nurse,4,Pekerjaan,2-4 minggu,3,6.8,113,51,3,3,3,4,Mengurangi Stres,11,12,15,4,3,2,3,journaling,20,StudentCopingMechanisms
35,Female,Teacher,3,Keuangan,>1 bulan,2,7.0,195,37,3,3,3,6,Tidur Lebih Baik,11,7,21,3,3,2,2,membaca,45,SleepHealthLifestyle
22,Female,Student,4,Akademik,1-2 minggu,3,5.8,120,20,2,3,4,7,Mengurangi Stres,5,9,20,3,4,2,5,journaling,25,StudentCopingMechanisms
20,Male,Student,2,Sosial,1-2 minggu,3,7.3,191,48,4,4,2,4,Meningkatkan Energi,5,5,22,1,3,5,3,membaca,45,StudentCopingMechanisms
23,Male,Student,1,Lainnya,<1 minggu,5,7.9,180,75,4,3,1,4,Meningkatkan Energi,0,0,27,1,1,4,1,olahraga,45,StudentCopingMechanisms
22,Female,Student,3,Keuangan,1-2 minggu,4,7.5,144,62,3,4,1,4,Menenangkan Pikiran,9,12,22,4,3,3,2,membaca,45,SleepHealthLifestyle
21,Male,Student,3,Sosial,2-4 minggu,5,6.6,180,55,3,2,2,3,Lebih Produktif,14,2,0,3,4,1,5,olahraga,45,StudentStressFactors
24,Male,Student,1,Akademik,<1 minggu,3,6.5,122,42,4,3,1,4,Tidur Lebih Baik,4,5,27,3,3,3,5,membaca,30,StudentStressFactors
53,Female,Scientist,3,Sosial,2-4 minggu,4,7.0,142,31,2,3,2,5,Lebih Produktif,7,9,22,3,4,3,2,membaca,60,StudentCopingMechanisms
23,Male,Student,3,Akademik,2-4 minggu,2,7.9,173,43,4,1,2,6,Mengurangi Stres,8,12,13,2,4,3,3,olahraga,60,SleepHealthLifestyle
50,Female,Nurse,4,Keuangan,2-4 minggu,3,5.8,122,55,3,4,3,5,Lebih Produktif,10,14,16,5,5,1,5,membaca,45,SleepHealthLifestyle
39,Male,Sales Representative,2,Keuangan,<1 minggu,2,7.4,147,51,4,1,2,4,Tidur Lebih Baik,2,4,21,2,2,4,2,olahraga,30,SleepHealthLifestyle
36,Male,Software Engineer,5,Akademik,1-2 minggu,1,6.2,130,40,2,4,4,7,Tidur Lebih Baik,16,13,17,4,5,1,4,journaling,25,StudentCopingMechanisms
26,Male,Student,2,Lainnya,<1 minggu,4,7.4,163,45,2,2,1,3,Lebih Produktif,3,6,24,1,2,3,1,membaca,45,StudentCopingMechanisms
40,Male,Doctor,5,Keuangan,<1 minggu,1,6.3,128,49,3,4,4,7,Tidur Lebih Baik,14,15,14,5,5,1,5,journaling,25,SleepHealthLifestyle
20,Female,Student,2,Keuangan,1-2 minggu,4,7.1,153,45,2,3,2,3,Lebih Produktif,2,4,24,2,2,4,1,membaca,45,StudentCopingMechanisms
37,Male,Doctor,4,Sosial,2-4 minggu,2,7.1,115,31,1,4,3,5,Tidur Lebih Baik,14,12,19,4,4,2,4,membaca,60,StudentStressFactors
23,Female,Student,5,Akademik,2-4 minggu,2,5.6,129,20,3,3,4,7,Tidur Lebih Baik,8,11,19,2,4,2,3,journaling,20,StudentCopingMechanisms
33,Male,Software Engineer,5,Pekerjaan,2-4 minggu,1,7.3,136,16,1,2,4,6,Mengurangi Stres,14,14,14,5,4,1,5,journaling,25,SleepHealthLifestyle
34,Male,Accountant,4,Sosial,1-2 minggu,1,6.5,160,41,3,3,3,5,Tidur Lebih Baik,13,11,16,4,3,1,4,membaca,45,StudentStressFactors
32,Female,Software Engineer,3,Akademik,<1 minggu,4,7.2,185,65,4,4,2,6,Menenangkan Pikiran,8,8,23,2,2,2,4,membaca,45,StudentStressFactors
22,Male,Manager,5,Pekerjaan,>1 bulan,2,6.2,109,43,2,4,3,7,Mengurangi Stres,6,11,14,3,4,2,4,membaca,45,SleepHealthLifestyle
24,Female,Student,5,Akademik,1-2 minggu,1,7.0,180,34,2,2,4,6,Tidur Lebih Baik,21,20,17,2,1,2,3,journaling,25,StudentStressFactors
51,Male,Teacher,2,Pekerjaan,1-2 minggu,5,7.8,200,50,2,4,2,3,Lebih Produktif,6,7,25,1,2,3,2,membaca,30,StudentCopingMechanisms
26,Male,Teacher,4,Keuangan,1-2 minggu,2,6.7,153,53,3,3,4,5,Tidur Lebih Baik,3,8,21,1,3,3,3,membaca,45,SleepHealthLifestyle
18,Male,Student,2,Lainnya,1-2 minggu,4,7.4,180,45,3,3,1,3,Lebih Produktif,2,3,24,2,2,4,1,membaca,30,StudentCopingMechanisms
31,Male,Software Engineer,4,Pekerjaan,2-4 minggu,2,6.9,122,34,2,4,2,6,Mengurangi Stres,12,12,20,3,5,2,4,membaca,45,SleepHealthLifestyle
25,Female,Student,2,Sosial,<1 minggu,3,7.3,175,40,3,1,2,4,Meningkatkan Energi,6,5,18,1,2,4,1,olahraga,45,SleepHealthLifestyle
56,Female,Scientist,4,Pekerjaan,1-2 minggu,2,6.7,127,42,2,2,3,6,Mengurangi Stres,13,11,12,3,3,3,5,journaling,25,SleepHealthLifestyle
38,Female,Software Engineer,3,Akademik,<1 minggu,3,7.4,177,59,4,3,1,5,Meningkatkan Energi,10,10,21,3,4,3,2,olahraga,60,StudentStressFactors
20,Female,Student,3,Lainnya,1-2 minggu,2,6.8,177,48,3,3,2,4,Mengurangi Stres,8,7,25,3,2,4,2,membaca,30,StudentStressFactors
55,Female,Software Engineer,3,Pekerjaan,2-4 minggu,4,7.5,142,34,4,3,3,4,Meningkatkan Energi,8,7,23,4,3,4,3,journaling,45,StudentCopingMechanisms
24,Female,Student,1,Akademik,1-2 minggu,3,6.2,180,42,3,1,1,3,Meningkatkan Energi,4,3,26,3,2,2,2,olahraga,30,StudentStressFactors
33,Male,Graphic Designer,4,Keuangan,>1 bulan,3,6.4,179,35,4,4,3,5,Meningkatkan Energi,11,10,19,3,5,3,4,membaca,60,StudentCopingMechanisms
57,Female,Nurse,5,Pekerjaan,2-4 minggu,1,7.0,149,23,2,2,4,6,Tidur Lebih Baik,15,19,10,5,5,1,5,journaling,30,SleepHealthLifestyle
19,Male,Student,4,Akademik,>1 bulan,2,6.1,144,33,2,3,3,4,Tidur Lebih Baik,13,11,18,5,3,1,5,membaca,45,StudentStressFactors
25,Male,Student,2,Akademik,2-4 minggu,4,7.6,181,45,2,4,2,4,Lebih Produktif,5,8,27,1,1,5,3,membaca,30,StudentCopingMechanisms
36,Female,Nurse,4,Pekerjaan,2-4 minggu,3,6.5,137,23,3,4,2,6,Lebih Produktif,11,12,20,3,5,1,5,olahraga,45,StudentStressFactors
17,Female,Student,4,Akademik,1-2 minggu,3,6.5,162,20,1,2,3,5,Lebih Produktif,6,7,18,2,3,3,4,journaling,20,StudentCopingMechanisms
43,Male,Teacher,3,Pekerjaan,2-4 minggu,3,7.3,187,54,3,3,1,3,Meningkatkan Energi,9,8,26,4,2,3,4,membaca,30,StudentCopingMechanisms
31,Male,Engineer,3,Pekerjaan,<1 minggu,4,7.5,200,50,3,3,2,3,Lebih Produktif,12,11,20,4,3,3,2,membaca,30,StudentStressFactors
17,Male,Student,3,Sosial,<1 minggu,3,7.6,194,44,3,1,3,3,Menenangkan Pikiran,9,9,18,4,3,3,2,olahraga,45,StudentCopingMechanisms
20,Female,Student,5,Keuangan,<1 minggu,3,6.2,168,27,2,3,4,7,Tidur Lebih Baik,21,6,2,3,2,3,1,journaling,30,StudentStressFactors
23,Female,Student,3,Sosial,2-4 minggu,2,5.6,68,47,4,3,3,4,Tidur Lebih Baik,5,16,21,5,2,1,3,membaca,30,StudentStressFactors
57,Male,Software Engineer,5,Pekerjaan,2-4 minggu,2,6.1,144,18,2,3,4,7,Mengurangi Stres,17,12,14,4,4,1,5,journaling,25,SleepHealthLifestyle
35,Male,Graphic Designer,4,Akademik,1-2 minggu,1,7.3,141,39,4,3,3,6,Tidur Lebih Baik,16,14,20,4,4,1,5,journaling,25,StudentStressFactors
32,Male,Lawyer,4,Keuangan,2-4 minggu,2,7.3,174,56,3,4,4,5,Tidur Lebih Baik,11,13,19,5,5,1,3,membaca,45,SleepHealthLifestyle
18,Female,Student,5,Akademik,1-2 minggu,2,5.5,62,20,2,3,4,7,Tidur Lebih Baik,10,8,13,4,5,3,5,journaling,25,StudentCopingMechanisms
17,Female,Student,2,Lainnya,<1 minggu,4,7.3,180,75,3,1,1,4,Meningkatkan Energi,4,4,27,1,1,3,2,olahraga,30,StudentCopingMechanisms
39,Female,Teacher,3,Pekerjaan,1-2 minggu,3,7.4,145,58,3,4,3,6,Lebih Produktif,8,7,20,2,2,4,4,membaca,45,StudentStressFactors
25,Male,Student,3,Sosial,<1 minggu,5,6.3,156,47,3,4,3,5,Meningkatkan Energi,1,15,22,3,4,2,1,membaca,45,StudentStressFactors
23,Female,Student,2,Lainnya,2-4 minggu,5,8.0,200,70,4,3,1,5,Meningkatkan Energi,5,7,23,3,2,4,1,olahraga,45,StudentCopingMechanisms
26,Male,Student,3,Keuangan,2-4 minggu,4,6.5,180,45,2,2,1,3,Lebih Produktif,3,4,25,1,2,4,3,olahraga,30,StudentCopingMechanisms
47,Male,Sales Representative,4,Akademik,>1 bulan,1,7.2,142,46,3,3,2,5,Tidur Lebih Baik,13,12,17,4,5,3,5,membaca,60,StudentCopingMechanisms
20,Female,Student,2,Keuangan,<1 minggu,5,8.4,180,75,4,3,2,3,Menenangkan Pikiran,0,4,30,1,1,5,1,olahraga,30,StudentCopingMechanisms
31,Male,Engineer,2,Pekerjaan,<1 minggu,3,7.6,170,52,4,4,2,5,Menenangkan Pikiran,5,9,22,2,3,3,1,membaca,45,StudentCopingMechanisms
23,Female,Student,4,Akademik,2-4 minggu,1,6.4,134,52,4,3,4,7,Mengurangi Stres,12,14,17,3,4,2,3,journaling,20,SleepHealthLifestyle
48,Female,Teacher,4,Sosial,<1 minggu,2,7.3,136,32,2,2,3,4,Tidur Lebih Baik,14,10,16,4,5,1,3,journaling,20,SleepHealthLifestyle
27,Female,Engineer,3,Lainnya,2-4 minggu,4,7.6,166,41,3,1,2,3,Meningkatkan Energi,10,11,18,2,2,4,3,olahraga,45,StudentStressFactors
23,Male,Student,3,Keuangan,2-4 minggu,4,7.7,127,45,4,2,2,6,Lebih Produktif,4,4,19,3,2,3,2,olahraga,60,StudentCopingMechanisms
26,Male,Accountant,2,Keuangan,1-2 minggu,4,8.1,200,66,3,4,2,4,Meningkatkan Energi,6,8,22,1,1,3,3,membaca,30,StudentStressFactors
25,Male,Student,2,Keuangan,2-4 minggu,5,8.0,163,75,3,3,1,2,Lebih Produktif,3,2,27,1,1,5,2,membaca,45,StudentCopingMechanisms
22,Female,Student,1,Akademik,<1 minggu,1,6.8,180,45,3,3,1,2,Tidur Lebih Baik,13,2,10,1,2,3,1,membaca,45,StudentStressFactors
50,Female,Doctor,5,Sosial,>1 bulan,1,6.8,94,48,2,3,3,7,Tidur Lebih Baik,14,16,12,4,5,2,5,journaling,20,SleepHealthLifestyle
52,Female,Teacher,3,Keuangan,<1 minggu,3,8.1,174,31,2,3,1,5,Lebih Produktif,8,11,20,2,2,3,2,membaca,60,StudentStressFactors
29,Male,Freelancer,2,Pekerjaan,1-2 minggu,3,7.7,200,71,4,3,2,5,Menenangkan Pikiran,7,9,19,2,1,5,1,olahraga,45,SleepHealthLifestyle
25,Female,Student,5,Akademik,2-4 minggu,2,6.2,102,20,1,3,3,5,Tidur Lebih Baik,8,11,15,3,4,3,5,membaca,45,StudentCopingMechanisms
44,Male,Doctor,5,Sosial,2-4 minggu,1,6.6,104,34,1,4,4,7,Tidur Lebih Baik,18,15,13,4,5,1,5,journaling,25,StudentCopingMechanisms
27,Female,Student,4,Lainnya,2-4 minggu,3,5.8,119,20,2,4,3,5,Lebih Produktif,5,5,20,3,3,2,2,membaca,45,StudentCopingMechanisms
19,Male,Student,4,Akademik,>1 bulan,3,5.3,137,20,2,3,4,6,Mengurangi Stres,5,8,18,2,3,2,4,journaling,25,StudentCopingMechanisms
25,Male,Student,3,Lainnya,<1 minggu,4,6.0,143,45,2,2,2,3,Meningkatkan Energi,5,5,23,2,2,3,3,olahraga,45,StudentCopingMechanisms
26,Male,Graphic Designer,4,Pekerjaan,>1 bulan,1,6.0,141,42,3,3,4,5,Mengurangi Stres,13,14,14,4,5,1,4,journaling,25,StudentCopingMechanisms
17,Female,Student,4,Keuangan,2-4 minggu,3,7.3,123,46,3,3,3,6,Lebih Produktif,12,14,15,3,3,2,4,olahraga,60,StudentStressFactors
25,Male,Student,2,Lainnya,2-4 minggu,4,7.3,170,45,4,1,2,4,Lebih Produktif,1,3,22,2,2,4,2,olahraga,45,StudentCopingMechanisms
19,Female,Student,2,Sosial,<1 minggu,5,7.9,168,65,3,3,2,2,Menenangkan Pikiran,6,2,18,2,2,4,1,membaca,30,StudentCopingMechanisms
27,Male,Student,4,Akademik,<1 minggu,3,6.3,114,20,3,3,4,6,Lebih Produktif,8,6,18,3,4,3,4,journaling,20,StudentCopingMechanisms
22,Male,Student,2,Keuangan,<1 minggu,4,7.8,173,43,4,4,2,5,Lebih Produktif,6,5,26,1,2,4,3,membaca,45,StudentStressFactors
21,Male,Student,2,Keuangan,<1 minggu,3,8.1,200,49,3,3,2,4,Menenangkan Pikiran,6,4,26,2,2,4,2,membaca,45,SleepHealthLifestyle
34,Male,Engineer,3,Lainnya,1-2 minggu,2,8.1,141,57,3,4,2,4,Tidur Lebih Baik,7,9,25,2,3,2,3,membaca,45,StudentCopingMechanisms
21,Female,Student,3,Akademik,2-4 minggu,3,8.0,136,40,3,4,2,5,Lebih Produktif,8,8,22,2,4,2,2,membaca,60,StudentCopingMechanisms
23,Male,Student,5,Sosial,>1 bulan,2,4.7,118,20,2,4,3,7,Mengurangi Stres,6,8,14,3,5,2,5,membaca,60,StudentCopingMechanisms
52,Male,Lawyer,4,Keuangan,>1 bulan,1,7.0,139,48,3,3,2,4,Mengurangi Stres,12,14,18,5,5,3,5,membaca,30,SleepHealthLifestyle
41,Male,Sales Representative,4,Sosial,<1 minggu,1,6.1,160,27,2,2,4,6,Tidur Lebih Baik,15,10,17,3,5,3,4,journaling,20,SleepHealthLifestyle
25,Male,Student,4,Akademik,2-4 minggu,3,6.1,146,20,1,4,4,7,Mengurangi Stres,6,6,17,2,3,2,3,journaling,20,StudentCopingMechanisms
25,Male,Student,4,Sosial,2-4 minggu,1,6.6,148,35,3,3,2,4,Tidur Lebih Baik,12,12,16,3,3,2,3,olahraga,30,StudentStressFactors
24,Male,Accountant,4,Pekerjaan,1-2 minggu,2,5.8,120,57,3,3,4,6,Tidur Lebih Baik,14,10,20,5,4,1,3,journaling,25,StudentCopingMechanisms
38,Male,Freelancer,4,Lainnya,<1 minggu,3,7.5,130,49,3,2,2,6,Meningkatkan Energi,10,12,13,4,4,2,5,olahraga,60,StudentStressFactors
27,Female,Student,3,Lainnya,2-4 minggu,4,7.0,145,45,3,1,2,5,Lebih Produktif,6,5,25,2,2,4,2,olahraga,60,StudentCopingMechanisms
40,Male,Teacher,3,Keuangan,1-2 minggu,4,6.7,144,47,3,3,2,4,Lebih Produktif,5,9,23,3,4,3,2,olahraga,30,SleepHealthLifestyle
30,Male,Manager,4,Sosial,2-4 minggu,1,7.2,115,31,2,3,3,5,Tidur Lebih Baik,14,13,17,4,3,1,5,journaling,25,StudentCopingMechanisms
52,Female,Doctor,5,Pekerjaan,>1 bulan,1,7.7,144,26,2,2,4,6,Mengurangi Stres,9,14,15,4,5,1,5,journaling,30,SleepHealthLifestyle
45,Female,Accountant,3,Keuangan,>1 bulan,2,7.5,171,45,4,3,3,4,Tidur Lebih Baik,8,8,22,2,4,3,2,membaca,30,StudentStressFactors
23,Male,Student,5,Akademik,2-4 minggu,2,5.5,71,20,2,3,3,7,Mengurangi Stres,10,12,13,4,5,2,4,journaling,20,StudentCopingMechanisms
27,Male,Teacher,4,Akademik,2-4 minggu,1,6.8,137,43,4,3,3,5,Tidur Lebih Baik,14,13,13,3,4,2,4,journaling,20,StudentStressFactors
35,Female,Accountant,3,Lainnya,>1 bulan,4,7.0,200,61,4,4,2,5,Lebih Produktif,11,6,20,2,3,3,3,membaca,45,StudentCopingMechanisms
26,Female,Software Engineer,4,Lainnya,2-4 minggu,3,7.4,161,57,4,4,4,5,Lebih Produktif,11,13,17,4,4,2,4,journaling,25,StudentCopingMechanisms
19,Female,Student,5,Akademik,>1 bulan,2,5.1,84,20,3,4,4,7,Mengurangi Stres,7,12,13,3,5,3,4,olahraga,45,StudentCopingMechanisms
18,Female,Student,4,Akademik,1-2 minggu,2,7.0,112,54,4,4,3,5,Tidur Lebih Baik,10,12,19,5,5,1,4,membaca,45,StudentStressFactors
18,Male,Student,4,Akademik,2-4 minggu,3,5.7,149,20,2,3,4,7,Lebih Produktif,6,9,18,3,4,3,4,journaling,20,StudentCopingMechanisms
28,Female,Nurse,5,Pekerjaan,>1 bulan,1,6.7,146,22,2,3,4,6,Tidur Lebih Baik,14,16,17,5,5,1,5,journaling,20,SleepHealthLifestyle
19,Female,Student,1,Lainnya,<1 minggu,5,8.6,180,75,4,1,1,3,Lebih Produktif,0,2,30,1,1,4,1,olahraga,45,StudentCopingMechanisms
44,Male,Lawyer,4,Pekerjaan,2-4 minggu,1,6.2,110,55,2,4,2,5,Mengurangi Stres,13,11,20,5,3,3,3,membaca,60,StudentCopingMechanisms
19,Male,Student,5,Keuangan,2-4 minggu,2,5.1,180,38,2,2,4,7,Tidur Lebih Baik,20,11,22,1,4,1,3,journaling,25,StudentStressFactors
57,Female,Nurse,4,Sosial,2-4 minggu,1,6.7,119,31,2,3,3,5,Mengurangi Stres,12,14,18,3,4,3,3,journaling,25,StudentStressFactors
21,Male,Student,2,Akademik,<1 minggu,5,7.0,180,75,3,2,1,4,Tidur Lebih Baik,0,1,27,1,1,5,1,olahraga,30,StudentCopingMechanisms
21,Female,Student,5,Akademik,>1 bulan,2,5.3,82,20,2,4,4,7,Tidur Lebih Baik,6,11,17,4,5,2,5,membaca,45,StudentCopingMechanisms
51,Female,Software Engineer,5,Pekerjaan,>1 bulan,1,6.4,90,28,3,2,3,5,Tidur Lebih Baik,15,16,13,5,4,1,5,journaling,25,SleepHealthLifestyle
19,Female,Student,5,Akademik,2-4 minggu,2,4.8,128,20,2,3,3,5,Tidur Lebih Baik,8,8,18,3,4,3,4,journaling,20,StudentCopingMechanisms
40,Male,Teacher,3,Sosial,2-4 minggu,4,8.2,143,50,4,1,1,4,Lebih Produktif,11,7,19,4,3,3,3,olahraga,45,SleepHealthLifestyle
32,Female,Freelancer,4,Keuangan,2-4 minggu,2,6.8,114,34,3,3,3,5,Mengurangi Stres,13,13,19,3,4,1,5,membaca,45,StudentCopingMechanisms
18,Male,Student,2,Akademik,1-2 minggu,5,7.8,200,50,2,3,2,2,Lebih Produktif,5,4,22,2,2,4,2,membaca,45,StudentStressFactors
27,Male,Student,2,Lainnya,1-2 minggu,3,7.2,180,45,2,3,2,3,Menenangkan Pikiran,9,9,19,1,2,3,1,membaca,30,StudentCopingMechanisms
18,Female,Student,1,Lainnya,<1 minggu,5,8.8,180,75,4,2,2,3,Meningkatkan Energi,0,0,30,1,1,4,1,olahraga,30,StudentCopingMechanisms
23,Male,Student,4,Akademik,2-4 minggu,3,7.2,172,40,3,3,4,5,Mengurangi Stres,15,15,18,4,4,1,3,journaling,20,StudentStressFactors
20,Male,Student,4,Akademik,<1 minggu,1,7.6,141,29,1,4,3,5,Mengurangi Stres,9,15,16,5,5,1,3,membaca,45,StudentStressFactors
39,Male,Freelancer,4,Pekerjaan,>1 bulan,3,7.2,168,44,2,4,4,6,Mengurangi Stres,13,16,22,4,3,1,4,journaling,25,StudentCopingMechanisms
22,Female,Student,5,Keuangan,1-2 minggu,5,6.0,180,24,2,2,3,5,Meningkatkan Energi,7,22,23,1,1,3,1,journaling,25,StudentStressFactors
24,Female,Scientist,2,Pekerjaan,2-4 minggu,3,8.1,200,42,3,4,2,5,Meningkatkan Energi,7,4,25,2,2,4,1,membaca,45,SleepHealthLifestyle
23,Female,Student,3,Akademik,2-4 minggu,5,7.0,192,60,4,2,1,5,Lebih Produktif,9,10,18,3,4,3,3,olahraga,45,SleepHealthLifestyle
51,Male,Scientist,2,Pekerjaan,<1 minggu,3,7.5,200,61,3,3,2,2,Lebih Produktif,4,7,21,1,1,5,3,membaca,45,StudentStressFactors
32,Female,Nurse,4,Pekerjaan,1-2 minggu,2,7.0,131,24,2,4,3,5,Tidur Lebih Baik,11,9,17,3,4,3,3,membaca,60,StudentCopingMechanisms
25,Male,Student,3,Akademik,>1 bulan,2,6.5,145,33,2,4,2,4,Tidur Lebih Baik,9,9,22,2,4,3,4,membaca,45,SleepHealthLifestyle
38,Female,Scientist,3,Pekerjaan,>1 bulan,2,8.1,192,42,3,1,2,3,Mengurangi Stres,11,6,19,4,3,3,3,membaca,45,StudentStressFactors
27,Female,Graphic Designer,3,Sosial,1-2 minggu,3,7.2,167,51,4,4,2,6,Lebih Produktif,9,10,22,2,4,2,4,membaca,45,SleepHealthLifestyle
54,Female,Manager,3,Pekerjaan,<1 minggu,3,7.7,163,65,4,1,2,5,Meningkatkan Energi,11,9,19,3,2,3,2,olahraga,60,StudentCopingMechanisms
18,Female,Student,2,Keuangan,<1 minggu,4,8.3,180,75,3,1,2,2,Menenangkan Pikiran,0,5,26,1,1,4,1,olahraga,30,StudentCopingMechanisms
